FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyConversion,MacroCategory,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.1,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
559,SKT,3/6/2012 0:00,804,delta smelt,4580,Corophium,Corophiidae,amphipod,juvenile Corophium,1.2,,
